actual,prediction
8000000.000000002,6740380.029168276
6999999.999999995,7123807.397527212
6849999.999999996,6795552.499823924
3901000.000000003,4470057.1619503945
6000000.0,5254413.403774717
16250000.0,17252873.1098737
28860999.999999963,30950544.924137406
65000000.00000007,91172368.49585675
13000000.000000013,15916199.390857585
6899999.999999999,7381409.2658399055
7700000.0000000065,7694171.864521515
6400000.000000001,7252806.029405634
5500000.000000001,5692654.360514594
23595598.99999999,23371868.793208748
229051089.99999967,188511275.36083147
10801600.000000015,11076541.668257166
37128596.00000001,36054784.62445085
18322260.00000001,14344618.781194866
13197000.000000002,10151915.700054465
44999999.999999985,43719729.64992099
4399999.999999997,5680835.84047876
10393400.0,10906937.106192773
68750000.00000012,56627672.00616121
15249999.999999983,15286280.093273524
9249999.999999987,9551990.71110105
25494279.99999997,22643821.70723347
68879999.99999991,48914545.164575465
9200000.000000004,10046999.94389441
6797999.999999997,6853010.022334304
9800000.000000007,9382846.146024633
18299999.99999999,20007982.84865525
10168899.999999989,9270263.571593149
21728100.000000007,21455230.305079307
6545340.000000004,6157445.380431968
10800000.0,10642850.743378947
12352999.99999998,12835223.789029744
6099999.999999996,5778448.258583063
16228445.999999983,14072616.186133143
6300000.000000002,6325130.118485342
7436800.000000006,8533181.393742632
48499999.99999994,56388303.04454523
19841246.0,21027121.874491423
16561591.999999976,16740121.367344512
10899999.999999993,11707996.737916335
8728999.999999993,8984816.989336617
7500000.000000002,7236629.871406934
35750000.00000005,39505524.35056125
55000000.000000075,56232089.1669722
6955050.0,7125239.650221628
67000000.00000012,74667154.77558602
7300000.000000004,7050953.400817834
6700397.000000001,7459835.319998985
7700000.0000000065,7513261.307311084
6699999.999999995,7154982.369778851
9587130.0,9120530.757351108
7391999.999999994,7374508.933148087
12499999.999999985,13058023.327560112
71989999.99999993,74193507.73356387
54999999.00000004,62983164.076856576
14600000.00000001,15999834.266150564
50000000.00000009,53758761.77730163
5950000.000000001,6051284.332562705
6031739.999999996,6019512.439294536
6899999.999999999,7301380.165575358
14750000.0,15208629.691144241
37999999.99999996,70054894.13062185
29450039.00000002,34401210.5094307
7599999.999999995,7714243.208497231
26999999.999999993,33760955.68292989
29899999.999999974,44350922.733946286
85000000.00000004,70952731.91467446
13451165.000000013,14004932.623774832
10445949.999999987,12205947.93126719
51950000.00000004,52163817.898026355
7340679.999999998,7502013.072667584
6999999.999999995,5249592.084637195
115000000.00000007,58623261.62908753
13799999.999999985,12685747.758607952
10599999.999999996,10172359.579152351
7514030.000000002,7059309.402244815
22597000.00000002,20913517.024835955
16275202.000000026,15927132.358272877
7900000.000000005,7485580.575209699
10399999.999999989,10072338.75692151
8499999.999999998,8409803.069692388
11500000.000000019,11304313.159487238
9900000.000000013,10052696.84220009
6250000.000000005,6332729.077465474
50999999.99999997,53682542.889551446
16261399.999999985,16603157.642309342
7249999.999999998,6300116.2346728435
6715803.000000002,6803618.124773141
7048400.000000005,7212535.415022335
21500000.00000001,22494244.405583195
8499999.999999998,9458683.29916767
7500000.000000002,7266203.6367937755
6200000.000000005,6044772.757268609
119270000.0000001,176851862.5216319
10990000.000000002,14426028.939182108
7199999.9999999935,7227147.361335537
141863961.00000003,88112797.46458153
4778909.000000001,4935956.82408779
23889906.99999998,25151179.021578707
6150000.0,5756670.202804889
20649153.999999985,19879463.43439383
24500000.000000007,22058927.111581374
8000000.000000002,8649929.742830178
8346564.000000004,8683525.515223123
8499999.999999998,11417964.527826134
28999999.999999948,18984434.961784232
8671733.000000002,8754782.293985743
34400000.0,34261945.96596894
6899999.999999999,7609761.130548311
18223639.999999974,18224568.763053473
22900000.000000037,18131990.524000466
6699999.999999995,6233697.294494823
12748399.999999983,12811256.01104793
62086179.99999991,70819164.53611258
6300000.000000002,6095026.059376794
6999998.999999998,8343920.6199213825
13900000.000000019,13630112.651429433
8533515.000000002,8797680.662829667
9999999.999999996,9606189.938627176
11500000.000000019,12136483.694993246
5996299.999999999,5981939.69326213
40999999.999999985,37362601.07211334
21599999.999999963,23880300.064256687
59000000.00000009,51002266.88750056
6562530.000000005,6589144.684754628
15000000.00000001,19389317.00559267
19303749.000000004,19307502.06716185
8750000.000000007,9647591.186635133
10437882.000000017,10690260.207949962
10399999.999999989,9765142.433233252
8699999.999999994,9267440.14382063
145599999.9999999,83967394.18527997
14299999.999999993,14527637.380285067
5850000.000000001,6070580.80454471
2809000.000000002,2816636.3039626647
12299999.999999985,10694817.423416272
7199999.9999999935,7579596.816492949
11199999.999999998,10015710.5484834
27790835.00000002,28357248.887245968
27435999.999999955,25710307.88312832
11950000.000000011,11159956.521298792
15694179.0,16081695.35278684
10525782.00000001,11330258.680632116
6999999.999999995,7038949.197377853
4500719.999999996,4698007.844956623
24999999.999999963,25763356.838676862
14886300.000000013,14422915.500903698
10899999.999999993,9960688.959946008
7649999.999999994,7644726.961372647
142999999.9999999,65798270.93179017
9800000.000000007,10866882.276294716
10483949.999999989,10965806.460924225
4900000.000000004,4866662.501599402
5349999.999999998,5690130.470547624
8999999.999999996,8628188.771847771
12898999.999999996,10465714.21989292
5850000.000000001,4852128.732767291
7984548.000000006,8026974.891931134
16898560.00000003,17518994.795145117
6099999.999999996,12214832.060225483
25999999.999999985,14266348.983686168
9500000.000000015,8524972.414049739
37136915.00000005,32313406.074550875
6006600.000000003,6099480.923806764
7989999.999999995,8572227.405652799
16200999.999999989,14983891.64884146
8000000.000000002,7027725.179084101
36000000.000000045,36845812.39916469
5406307.999999996,5308262.2975514885
12499999.999999985,10903402.81505323
22105088.999999966,20792936.875410564
8930000.000000015,9196513.60459976
15199999.99999998,14811037.342967656
6499999.999999999,6247762.36807738
99699999.99999987,111642900.2277845
9949999.999999983,10533105.102285929
16989999.999999996,13089732.83779604
47499999.99999994,73652532.59491467
8000000.000000002,8070520.128554374
7257400.0000000065,8231188.784651551
7900000.000000005,14204203.462614194
12106514.999999996,12257851.894420244
7150000.000000002,8545950.540371448
16000000.000000026,18412002.684781943
8530000.000000006,8142332.847645142
6899999.999999999,6532907.318787032
9290810.000000013,9572757.2533362
29450045.999999985,33975422.25185974
6090000.000000002,6090153.614568836
6126910.999999996,6015018.308869282
10776809.99999999,10457701.475142956
81899999.99999993,83864721.39150493
6200000.000000005,6315900.116147857
33225959.999999966,33486327.048713434
5750000.000000005,6392283.5790300295
327800000.0000004,535008309.3495123
12200000.000000017,10473183.68537789
14499999.99999999,12994915.12344957
8000000.000000002,6975965.544271705
7203359.9999999935,7555167.775214903
9426761.000000002,9688025.220258612
4000000.0000000005,3610916.1821069345
13348808.000000017,14102835.724326763
31999999.999999955,27591085.733187534
23703624.00000004,23647781.84038636
6553599.999999996,6696385.637779455
13200000.000000019,12500710.402714444
17100000.00000001,16648956.12536384
85500000.00000015,53854222.391616695
56986498.99999996,38666715.56513918
69133826.99999997,45413619.650908515
8931254.0,8766893.551051335
6499999.999999999,6541521.070034479
81800000.00000003,75666240.43445584
8598999.999999998,8815801.941871047
50163064.999999985,69259157.90337019
11016800.000000015,10778727.623344887
8000000.000000002,6789942.733844471
5500000.000000001,5694493.84422992
8249999.9999999935,6912775.069041916
134999999.99999994,102945556.85899149
8999998.999999985,8587846.209247239
59000000.00000009,60650895.05351327
7700000.0000000065,7806695.467932211
11000000.000000013,9601991.691307906
48000000.00000006,63032728.60075858
169025999.99999985,109229543.78580894
22799999.999999996,23940542.315583937
12087000.000000013,12401256.614610331
35000000.000000015,45041950.025742605
36000000.000000045,30882964.114478875
11500000.000000019,9983086.077164546
9400000.000000015,9001463.948181508
4500000.000000002,5198474.961649343
14935012.000000007,15654859.24561545
11789999.99999998,12092503.009201668
12021313.999999993,11340177.91713822
36989999.99999996,47133135.55873727
6000000.0,7177777.778401479
9203500.00000001,8339301.02880074
6840000.000000001,6798192.780927861
26350042.000000026,25302978.46399551
11425462.999999994,11421616.41920157
7349999.999999996,14789092.68142963
6400000.000000001,7035533.761695168
35000000.000000015,34652561.38100271
7100000.000000005,7866175.928108061
59900000.00000009,44843994.73860513
50999999.99999997,30316336.28163064
12799999.99999998,13096069.044843905
13990000.000000019,14029676.461183917
11299999.99999999,12547732.99297339
14489999.999999994,12785392.967504736
7979999.999999995,6939331.6141031375
7451183.0000000065,8123398.1074266955
4792428.000000002,4737154.918611689
6899999.999999999,7461658.034763157
22338564.999999993,21903874.803620744
6598999.999999994,5925031.063838653
13971101.999999978,14930505.336241761
7120630.000000005,5674313.496127568
22000000.000000007,19422026.53005681
15249999.999999983,13807139.365928637
7800000.000000004,8805769.532653745
27477321.99999997,26972899.596971873
12499999.999999985,10657188.561163802
8000050.000000001,8245555.69369102
13349999.999999985,16726391.156214338
7400000.0,7011151.580265878
6986490.000000003,7058347.11239771
5423740.000000004,5534952.890923953
5400000.000000005,6001577.985640191
19945767.99999998,19851172.240526155
5900000.000000006,6354182.592801825
34228778.00000003,34349151.62011722
17905759.99999997,19142629.397684135
13200000.000000019,12789581.116187342
14214455.999999983,15881357.704675825
13499999.999999993,13594198.824348345
6761920.000000003,5358340.730320737
4700000.000000004,5593502.15144779
133902028.99999997,129411334.27670388
35000000.000000015,31256731.485162087
8000000.000000002,8213615.87758569
64326360.00000003,65504551.22093529
7100000.000000005,6759737.521522978
571753306.0000006,525835115.75311303
44999999.999999985,36462708.517841235
6200000.000000005,7323661.021063339
7649999.999999994,8520013.16764347
11800000.000000013,9711629.943714814
10499999.999999994,9147172.616004305
13141511.999999981,13021532.075163959
131999999.99999982,88701071.04574028
60999999.999999955,45106029.88935481
10499999.999999994,13168391.805225046
10399999.999999989,11089249.85676447
31366030.000000026,30582158.07868394
56599999.9999999,52430094.76321432
179526529.99999976,172540433.43017316
6633327.000000006,7524060.359348338
46000000.00000004,40717571.90252316
21500000.00000001,18745848.092773475
6763999.999999994,6386175.132268127
7757620.0000000065,7574809.333486198
7946160.000000002,7865813.898099281
6164550.000000002,6134615.318703654
5583760.000000001,6250405.350242043
17124397.000000015,16918674.027260654
16500000.000000013,17291190.35339157
54949999.99999999,60316010.74696771
130001970.0,123742663.5921958
6849999.999999996,6581311.958176881
15774987.99999999,13554411.21014039
7800000.000000004,8175878.32635534
12706599.999999994,12869780.093951577
7913749.999999997,8107547.380906051
9500000.000000015,9099150.449087124
11444400.000000004,14351165.78777891
3000000.000000001,2772326.625757734
7500000.000000002,11874800.093007559
5493756.000000003,5597198.6080307765
6374610.000000004,6232049.037113853
8149999.999999998,8667033.598989272
6722025.999999995,6837947.270924506
123811400.0,81957385.52325793
5397233.000000004,5340582.67647685
119999999.9999999,137787173.41340348
34499999.99999998,30243363.07611872
7949999.999999994,8381296.120487024
20388339.99999997,19492608.526762493
4204003.0,4877777.188063404
7418809.999999994,7555745.143818935
7500000.000000002,7301729.140198036
13100000.000000015,12763423.968237944
63191699.99999999,67127734.77953567
26799999.99999998,15315986.972454911
5750000.000000005,5921448.798471117
6300000.000000002,6170060.217648144
11350000.000000002,9926332.636385545
57999999.99999995,55901927.45895809
96687161.00000013,78861173.85444875
14095964.000000006,14486869.733107688
9861019.999999996,9798746.648555849
25805965.000000007,26237554.174108636
9500000.000000015,9251733.31137547
28638000.000000026,17026458.70516387
16144000.000000019,16369190.305546973
16834873.00000003,16756550.911739461
185717099.9999997,229766504.78585374
6808559.999999999,6976509.25205584
23500000.00000002,23729844.392513566
9200000.000000004,8820897.577916177
13400000.000000011,11234797.24377663
8299999.999999997,8873086.456659911
17249999.99999998,14022879.293610606
8299999.999999997,8284530.177015135
7500000.000000002,7633009.600187073
4750020.000000001,4844135.42064732
11259999.99999999,11294431.10084382
8499999.999999998,8777516.042563735
19626801.000000022,19636886.545393836
16035434.000000019,15663278.61154014
10309329.0,10564577.294189971
30718379.999999944,26798112.815118402
34990000.00000005,30606399.83181226
8690000.000000004,8090615.04546099
10841730.000000011,10135786.866016142
6790000.000000004,7016726.546026264
13300000.000000011,11195120.81827365
8000000.000000002,8324123.106598508
9236500.000000004,8805842.161380548
8477250.000000002,8573594.433124484
14899999.999999996,14646685.924368823
8490000.000000002,8376476.594520328
95999999.99999994,79618548.60358079
11050000.000000011,10409628.790825993
7199999.9999999935,7028022.794541712
11150000.000000006,10200174.735984644
36999999.99999993,31331645.931433197
14499999.99999999,15614409.143346371
12899999.999999998,13512361.381758422
7508700.000000004,7931433.750519906
13669647.00000001,14116857.969656449
24368312.999999974,24368312.999999885
6554072.999999995,6966110.95346255
30228382.0,31144615.88238693
7881310.0000000065,7547865.112098686
7719999.999999999,9943556.054293895
1200000.0000000005,3596195.243138005
9700000.000000007,10254305.19185138
94999999.99999987,96242947.220619
10199999.999999985,9154053.963603644
21899999.999999996,26233029.42632768
10902940.000000007,10690407.213813694
9998149.999999994,9840631.270708585
7199999.9999999935,7584897.450200523
10998999.999999981,9780006.196671057
6749999.999999997,6791756.738010443
23871749.99999999,23640989.104547914
5900000.000000006,6802386.378270533
77499999.99999993,86987073.4737979
20999999.99999998,33158909.347008962
133022260.00000006,112733759.78154132
11489039.99999999,11593645.709686967
6679999.000000003,6798632.362819159
6449999.999999996,7809027.7820225535
165999999.99999976,275461900.3708239
6849999.999999996,6321113.965380855
8243439.999999998,7825338.882875335
83275547.00000015,103882691.65262905
30600000.000000004,29673236.943434097
37101840.0,36572841.6682478
7249999.999999998,7175547.404198862
6182480.000000002,6166269.398468083
9206987.999999996,9485463.951316977
16999999.999999974,15879492.526648566
6899999.999999999,6547298.473890238
34975000.00000001,35128817.23328299
6699999.999999995,4983365.368419339
8499999.999999998,8981832.633530075
16000000.000000026,19355569.604253933
11850000.000000002,10033858.022023624
6950000.000000006,6636836.508406831
15499999.999999987,15491320.372344911
24999999.999999963,24385567.04639525
27900000.000000034,30657880.335369352
9299999.999999993,10551880.816940162
5947149.999999999,5984790.42353528
40584461.00000007,29545619.727531027
7199999.9999999935,6997442.253824146
6499999.999999999,6935025.913160715
4689999.999999997,4390648.180595672
6200000.000000005,6284379.621531937
27999999.99999999,28554274.16951639
14562651.000000019,15286141.029825341
25300000.000000015,25896622.840851597
7930740.0000000065,7522892.825145377
7170000.0,5736755.440998764
27989999.99999995,25636949.430018935
8450000.000000004,8562250.206731137
19419871.000000034,19992973.947332963
5300000.000000001,5936370.869529616
6280623.999999997,6442017.7850529915
54100000.00000002,53042524.86884083
6699999.999999995,6537565.835811942
8899999.999999996,7948425.100744138
6700886.000000005,7084912.466919501
37500000.0,33530427.67947097
20000000.000000015,20824609.00983093
14970000.000000019,14677761.196501859
6999999.999999995,6817668.940163731
19699999.999999985,17815269.60586145
5750000.000000005,6590043.495480329
9774379.999999989,10573021.123386236
32268200.000000026,30172250.5247242
11395760.000000007,11730695.028730022
59900000.00000009,88639034.26730385
12087000.000000013,12401256.614610331
37999999.99999996,30105489.455375332
7400000.0,7634749.695159785
9757919.999999989,10747085.72112014
6899999.999999999,7465970.69740349
17340081.00000001,15649270.495333074
9659407.00000001,9419111.953932099
7498999.999999996,5504245.420385832
6432000.000000003,6878235.698686566
14975291.999999978,15031985.647502944
9999840.000000004,10255454.960910264
72000000.00000012,68664487.01137601
10599999.999999996,8766358.894957425
9398999.999999994,8827586.685866056
7490000.0000000065,7628403.924106173
7944222.0000000065,8050916.45091367
7392399.999999995,7551743.702372114
53999999.99999998,53826694.64636422
99899999.99999985,123064449.36361088
8218489.999999996,7831374.7901566345
8989999.999999994,9245995.783286309
14700000.000000002,15982071.943045229
5950000.000000001,6312800.781983758
11813684.999999983,11915145.392637122
7598734.999999998,8443541.418233966
12699999.999999996,11159850.674432926
5921099.999999997,6038117.857202221
10100000.000000006,10784964.179790169
10700000.000000013,10768701.88116183
9860000.00000001,9876636.248396123
47333999.99999996,60238378.71363457
9498999.999999993,9545044.900570441
5500000.000000001,5791346.557391952
7579745.999999996,7340895.23047118
5770000.000000004,4895409.917802417
6999999.999999995,7206998.641242826
150000000.00000024,95756411.69717248
18450000.000000007,18732245.895168446
2133158999.999999,456336499.1648395
16899999.999999985,17109043.369189266
24191412.000000026,24626138.098738555
59595999.999999925,59365516.032799855
11611600.000000019,12088314.000636742
4126338.999999997,4178363.8159469757
7150000.000000002,7194277.060601899
8450000.000000004,7705726.376500927
11931259.999999994,11594981.743741116
9397800.000000015,9054632.985452954
7549999.999999996,8183833.919736716
7199999.9999999935,7493808.620336794
6862950.000000005,6843789.71629727
23964080.00000003,21731654.21848926
11500000.000000019,15188442.838307055
39786461.99999993,45276348.01732805
8589999.999999994,9850149.927452696
32700000.0,31728047.070728697
11399999.99999998,10869727.524837092
9850000.000000017,9991539.244905414
9099999.999999985,8409512.502760174
6250000.000000005,6317533.928532099
8999999.999999996,9444145.637235705
13799999.00000002,16679215.617547508
8699999.999999994,7221702.426439496
10290000.000000015,10445829.980878597
20500000.000000022,18824123.93711939
6554251.0,6804054.722750716
10139543.999999989,10043992.88157848
6599999.999999998,7325894.87451683
7707839.999999999,10246760.590720227
9500000.000000015,8519991.363053061
8669999.999999993,8427752.901746398
6928000.000000006,7293261.162378319
37500000.0,45003387.78671645
29351280.000000015,28899864.71047731
9900000.000000013,9697724.180717822
9500000.000000015,9471874.390471358
9731399.999999993,8932747.83567576
7599999.999999995,7865028.777902573
115000000.00000007,72998055.0824687
37500000.0,42570669.41762541
7500000.000000002,7655742.992031455
7199999.9999999935,7561687.506680915
7151822.999999996,7116041.24767856
11560707.0,12595831.040002694
49989999.999999955,48644203.01033678
44999999.999999985,38360720.71415452
20500000.000000022,20622580.83847403
9450000.000000011,9383041.39271591
9239264.999999987,9619722.443649432
46999000.0,49992014.752248585
8354747.999999996,7883589.089347861
4999999.999999999,4362036.307220206
1989999.9999999988,2296969.5769230505
6120000.000000006,6192321.926666342
8000000.000000002,7186833.051117903
65000000.00000007,59583618.9623078
8299999.999999997,8627085.146048944
13314893.000000017,13250108.939284608
11299999.99999999,10965523.604171872
5602850.0,5601160.012836053
10150000.000000011,10061436.35316118
9607799.999999987,10873016.848121895
6770000.000000001,6638047.064238991
28749999.999999978,27691332.605327457
12499999.999999985,10735370.474849993
44999999.999999985,17229005.871357992
23849999.99999998,24314449.687987465
14026400.000000011,14347053.081686564
10199999.999999985,8892261.712988464
6611544.000000004,6439413.606091279
83071200.00000015,65290472.34006352
7449999.9999999935,6638099.242052026
74932000.00000009,82248810.60362977
13750000.000000024,14256234.947255146
9545320.000000006,9479552.5067577
47200000.00000002,51800657.85985081
9949999.999999983,10253591.621840218
8509340.000000002,7936898.559029629
16500000.000000013,18684566.04612767
17999999.999999985,15032780.492384696
8229600.000000001,8451449.51544769
6699999.999999995,6586398.909423676
20584200.000000026,20422386.047005262
6754719.999999995,6623024.231888541
9657714.000000007,9046915.45240324
57990000.00000008,80016840.99009922
5486320.000000004,5290851.347017743
3200000.0000000023,3157733.744860627
33000000.000000015,38933505.54507609
7199999.9999999935,8116462.426516456
11299999.99999999,11453202.407507677
8499999.999999998,9493791.868807558
8472625.000000007,8117757.54533301
178966946.0000001,133675001.54337274
9299999.999999993,7896705.712456679
10800000.0,10803329.501650803
27999999.99999999,21327418.595230512
13227818.999999989,11738075.622845037
5485519.999999996,5519886.099772707
26610015.999999966,26297040.203736518
14000000.00000001,13625878.181962604
16057276.999999989,15844425.871311778
27500000.000000015,33225627.585138116
5853960.000000005,5928285.944764936
8499999.999999998,7382757.796392098
52999999.99999999,44874846.412449345
13499999.999999993,15564379.08524952
7500000.000000002,7375160.78805745
6108120.000000004,6145169.78611688
7598999.999999994,7807635.57073666
7349999.999999996,7430484.740138738
5500000.000000001,5576069.454651941
6275015.999999999,5797552.444365077
9750000.000000004,8923904.190806646
6449999.999999996,6519546.171863172
178155118.99999985,206808632.6709643
2542000.000000001,2791690.5334717184
16999999.999999974,11836766.984961292
9814440.000000017,9580643.287645074
6049999.999999998,6176646.285284912
7199999.9999999935,7171799.626096826
8260200.000000003,6393821.616706947
13248360.000000002,13637535.404062701
9099999.999999985,8330940.469322952
16250000.0,13237126.481576096
7750000.000000002,6343684.163008802
6699999.999999995,5592147.856981582
8238271.999999994,8136696.535438265
9800000.000000007,8339893.960727344
15499999.999999987,13263889.425140962
20151289.000000026,20266380.803022433
11661789.000000019,11140816.620481037
24314930.000000022,23897232.882375766
11500000.000000019,11533566.265651848
17499999.999999985,16077165.366562283
118120212.00000007,102976262.63385
6254642.999999999,6160336.806524761
12429050.000000011,11659578.2024729
70949998.99999994,82635451.38008632
11350000.000000002,10138685.003361024
4999999.999999999,4652127.6557112895
9299999.999999993,10040456.999401229
20699999.99999997,19355790.172646116
13925626.000000004,11299540.828885922
10786499.999999994,10596367.870322289
10190000.000000015,11062727.92671089
55000000.000000075,54521686.63535545
39000000.00000001,35613558.24383753
9434099.999999987,8968683.944284368
5850000.000000001,6026177.003413262
7798875.999999998,7945989.473411753
7199999.9999999935,7080527.8487902
5502000.000000001,5582291.608689103
12200000.000000017,14458676.64609233
24999999.999999963,18715177.40374722
6598999.999999994,7013545.49020527
8499999.999999998,8745352.962760959
17499999.999999985,13026512.380745253
9299999.999999993,9113240.519127889
36000000.000000045,36133162.70424782
18285723.000000022,18443090.88673869
7804399.999999998,7743834.347171865
11699999.999999993,10152574.927013177
10499999.999999994,11700319.0290473
79999999.99999988,48401371.40839024
11987640.000000004,11914046.151204988
20962200.00000003,21323347.12566123
4999999.999999999,5908235.327176571
5108367.999999998,4970348.91869168
3254999.999999999,3591113.621689714
11100000.000000015,9991877.254592782
30894999.999999978,24443828.607016593
6499999.999999999,6716464.88859446
21629499.99999998,21803467.812965553
10899999.999999993,10451960.457677456
5400000.000000005,5622792.914200078
10889999.999999994,10357001.664087735
6699999.999999995,7189198.188372888
6800000.0,6748403.094003788
6150000.0,6011946.042146822
6240999.999999998,4950683.44485409
7800000.000000004,8430410.80192211
5100000.000000003,5647602.447698474
33491281.00000006,34045341.58872654
18799998.99999999,19237713.18283144
14499999.99999999,19207955.305124473
6000000.0,6199710.709041987
6899999.999999999,6575304.616012179
20423448.99999999,34203990.03585828
80972184.99999999,78982232.88668703
51247226.00000002,50042007.85984528
19799999.99999998,15217649.153664196
14700000.000000002,13219370.593322018
24975499.999999955,25605560.54187875
7471202.999999999,8047013.330881243
10291399.999999994,13445066.315072035
5199999.999999999,7488241.0181607455
16289999.999999983,15718857.70264128
33951658.00000001,34363321.39879532
6849999.999999996,7089609.186925591
6999999.999999995,7558393.21449344
14267737.000000017,14584073.853845216
115348999.99999993,133366553.96461344
167000000.00000018,187414185.86512473
40272372.00000002,36889027.949673176
6800000.0,8410321.178759199
9219510.0,9328289.880893255
8149999.999999998,8438991.692667644
11819200.000000006,11612578.19504395
48880000.000000045,55892974.62494894
7300000.000000004,7061748.311043531
238336945.0,272733379.0205421
8499999.999999998,9099426.773174504
11599999.999999983,11154078.486158991
10199999.999999985,10091528.199364405
19031100.00000003,18370494.242679153
4559185.000000004,4572321.942077096
94499999.99999991,198527895.83594844
4298999.999999998,4377705.86155444
14499999.99999999,10460946.091643786
4513945.000000004,4429042.149193564
5850000.000000001,6497487.100547604
29899999.999999974,30978389.432975676
11789999.99999998,15465838.966509422
24990000.00000002,23930879.39232097
15000000.00000001,14425508.683893673
10877580.000000007,10856434.17782131
8999999.999999996,8779916.558020186
13042331.999999983,12651109.753924755
6300000.000000002,7506562.649650544
8400000.000000006,9099757.075367667
12699999.999999996,11159850.674432926
