id,price_prediction
23885,19785772.895666663
23886,26662823.908666667
23887,18225783.925333332
23888,18204970.045333333
23889,20023778.906666663
23890,33569177.76566667
23891,22594984.837
23892,20012865.275083333
23893,15213433.827
23894,16374047.511833332
23895,17253224.09066667
23896,19015778.7745
23897,19025616.7765
23898,23343810.080333333
23899,29116143.658190478
23900,41654475.85633334
23901,12208107.707333334
23902,24654239.391
23903,22233183.7735
23904,19058372.338
23905,47469383.03
23906,29755266.516333334
23907,22931379.3745
23908,27250397.086799998
23909,30639819.500666667
23910,23256646.8775
23911,23424965.5245
23912,29346463.692666665
23913,29134996.57933333
23914,34427501.327833325
23915,36455919.65
23916,35503088.723
23917,21754647.808
23918,9655553.912
23919,19034886.1
23920,32917232.354
23921,10738074.5855
23922,48984743.32616667
23923,8864482.2985
23924,26496798.836
23925,6509400.362
23926,8653111.12
23927,10159417.420666667
23928,11662628.477666669
23929,18585356.0425
23930,12008997.8305
23931,30076509.91
23932,3934530.262
23933,3963769.101
23934,5335457.341666666
23935,7273427.185333334
23936,6020993.828
23937,6671903.401666668
23938,6538888.345
23939,6646596.319
23940,12183835.002
23941,7466832.693
23942,12183946.28
23943,8841720.939666666
23944,8766583.041583333
23945,8939510.179666668
23946,14357212.819
23947,9689332.186142856
23948,14963138.302666666
23949,13169946.227
23950,18552564.5135
23951,17528688.3645
23952,14967524.959333334
23953,12772438.400666665
23954,18658518.45966667
23955,18763223.2565
23956,17546814.644333337
23957,16018186.589095239
23958,20769473.261
23959,17215366.14
23960,23937503.921
23961,33319385.17033333
23962,41076841.34713333
23963,85080820.50163333
23964,43748339.755333334
23965,125045043.89092857
23966,9998222.349383334
23967,10250765.402
23968,6172248.158
23969,9732121.186
23970,10987426.283666667
23971,14248501.571333334
23972,10942711.702333335
23973,16647635.270378571
23974,26070488.919
23975,3941229.963
23976,3995455.929
23977,5189213.166
23978,4221745.217
23979,4856398.366
23980,6048693.831
23981,6058201.754
23982,5353856.775333333
23983,6626836.176
23984,6283366.467666667
23985,7740465.4415
23986,6978270.197333333
23987,7899239.905333334
23988,7444651.06
23989,7203133.138
23990,8426508.027999999
23991,9824505.907380953
23992,8632322.602
23993,8096438.079
23994,9186058.31
23995,8133911.213
23996,8861390.083666665
23997,7524180.224
23998,9791993.563
23999,10632001.060899999
24000,10048391.962666668
24001,9792351.939
24002,9238317.162999999
24003,10269996.803666668
24004,8913817.582666665
24005,10709752.795333331
24006,9314310.429
24007,11274520.427
24008,7416843.631
24009,11804470.461333334
24010,11040999.318
24011,10893744.524666669
24012,7670312.329
24013,11328034.074
24014,11952195.731
24015,11667566.687
24016,11925766.902
24017,10985078.691
24018,10910377.703
24019,8964100.64
24020,10661320.2
24021,11157705.936
24022,11559873.202
24023,12214967.907
24024,9013117.630333334
24025,12627442.742333332
24026,14218169.361666666
24027,11187402.72
24028,12755957.937
24029,13555446.724
24030,13551937.94
24031,14736414.317
24032,13851238.916
24033,13355161.819
24034,17393669.861066666
24035,14856866.932333332
24036,11809595.223
24037,14477040.092
24038,16137094.62325
24039,17109240.42
24040,15957478.294
24041,16321890.27125
24042,20435670.859
24043,15428422.2489
24044,17681086.331428573
24045,18586993.632
24046,14255458.644000001
24047,16090568.934666665
24048,16306153.558
24049,17481968.454
24050,14625759.7795
24051,17313514.523333337
24052,14431263.645
24053,18471780.9985
24054,16664512.486
24055,25235375.324
24056,24822516.8255
24057,29519718.023
24058,28468687.772
24059,21367667.25375
24060,28194658.205
24061,26818212.343
24062,29084915.094
24063,22756078.67
24064,36700749.3245
24065,33908865.18466666
24066,25642903.13
24067,38887412.521
24068,50041712.00516667
24069,39968127.93766667
24070,46137285.96166667
24071,31134892.960666668
24072,9398994.461
24073,9753732.867666667
24074,14260890.517
24075,6502950.714
24076,10628587.551666668
24077,17287260.743
24078,6659842.548666666
24079,6285959.801666667
24080,8764452.432
24081,9053360.587
24082,8837632.565
24083,8637409.812
24084,8908042.228666669
24085,10787634.386
24086,12359436.520666666
24087,13562011.596
24088,16281650.883
24089,18018630.216
24090,33619176.379
24091,28174013.945
24092,39963251.509
24093,73707018.28233333
24094,3948110.303
24095,4095516.74
24096,5047553.449
24097,5966205.441333334
24098,4677291.201
24099,4996743.705
24100,6869522.557833333
24101,5896049.394
24102,6044758.377
24103,6153680.248
24104,6727597.482066667
24105,6095251.184
24106,6128360.869
24107,6162148.682
24108,6880553.908666667
24109,6293553.922666667
24110,6148378.907
24111,6952907.949
24112,6261580.62
24113,7246711.099
24114,6029730.427
24115,7054978.756
24116,5211026.83
24117,4115753.027
24118,5269362.690666667
24119,4009464.699
24120,5206890.0
24121,10353985.675
24122,22686536.042333327
24123,3530258.654
24124,7793575.753
24125,38876259.965
24126,3135411.5
24127,3025020.5
24128,3691661.526
24129,4133651.5
24130,3635460.981
24131,4259785.587
24132,4130755.308
24133,3394191.109
24134,4892775.571666666
24135,3123367.522
24136,4576980.109
24137,10358227.438
24138,6715026.343333333
24139,6566405.174
24140,7773523.259
24141,5790010.66
24142,7314338.085333334
24143,9962043.752
24144,10450188.929357143
24145,6171952.34
24146,8280753.850999999
24147,10132449.402
24148,6911034.689
24149,15535272.643333333
24150,22717410.978666667
24151,26179326.529666666
24152,39582508.255333334
24153,10050871.992
24154,19676312.253333338
24155,4733224.872
24156,3303550.237
24157,3653596.5
24158,3972686.199
24159,7155728.725
24160,4813666.274
24161,6715405.228333333
24162,6156943.236
24163,4979997.453
24164,4454147.75
24165,7034645.573333334
24166,10691958.291
24167,5890229.342
24168,6311604.518666667
24169,7343236.069
24170,5274837.044
24171,5221666.263
24172,8780953.063
24173,7741033.340666667
24174,23495548.517333332
24175,9822119.053
24176,15921642.797
24177,21307222.77166667
24178,47436201.72533333
24179,28789189.166
24180,29927369.435
24181,12707029.965
24182,16979435.2175
24183,4322032.535
24184,18023709.494
24185,17143660.311333336
24186,13989000.494666664
24187,14181576.280833332
24188,17879188.236
24189,17180545.581916668
24190,10641260.208666665
24191,13194759.923333332
24192,13205963.776333332
24193,18916116.031666663
24194,32129195.210666668
24195,81789913.5425119
24196,26690200.321
24197,44955555.363
24198,62364427.09033333
24199,54268617.241
24200,33746746.137833335
24201,58690806.00608334
24202,43244751.173
24203,91497819.9067381
24204,35009131.891
24205,73951764.66841665
24206,123577160.52016667
24207,52811384.56266666
24208,33458825.525
24209,20042591.71
24210,19498393.884
24211,88743917.4225
24212,84147343.624
24213,82833008.5325
24214,7960508.690666666
24215,16464025.79
24216,11763824.872
24217,34489067.32758333
24218,46329448.149
24219,77831832.62442857
24220,62392751.5465
24221,130473696.679
24222,32139772.87
24223,34608489.85775
24224,28117937.387333333
24225,45656758.20166666
24226,138186345.0744286
24227,92061923.11966667
24228,29160640.330333337
24229,26457648.95633333
24230,39198131.6405
24231,65630268.76342858
24232,70484375.85386667
24233,84941479.89092857
24234,53240038.525
24235,7022714.320666666
24236,33167504.143333334
24237,84850502.28358333
24238,463488328.3388001
24239,9255145.868
24240,12253312.223
24241,15226728.113333335
24242,16267935.238
24243,15097896.804666666
24244,40765967.40066667
24245,32369904.844
24246,38193330.222
24247,36554376.23233333
24248,45729139.951
24249,42721403.26334127
24250,32547992.598333336
24251,44945151.717
24252,63353571.255
24253,71280780.489
24254,68742743.70475
24255,66812720.59375
24256,87069680.7505
24257,82331522.84642857
24258,97934040.548
24259,89828131.58316666
24260,132281796.755
24261,6324241.716666666
24262,7912872.848
24263,9092982.658666668
24264,11456465.116333332
24265,7131808.518
24266,10641260.208666665
24267,10574338.662666667
24268,8793640.73
24269,10629995.073
24270,12018095.053
24271,12738160.471
24272,11221929.241
24273,11261260.74
24274,15539615.291571429
24275,18130024.279333334
24276,16701505.577
24277,14619029.559
24278,18512793.763666667
24279,16795827.017
24280,14488419.923333332
24281,17983641.712
24282,19405048.041
24283,18585466.596
24284,18916116.031666663
24285,17869492.15
24286,19132335.892190475
24287,26978876.834
24288,20719316.192333337
24289,17571566.7195
24290,26991481.671
24291,20544170.127
24292,20259953.194
24293,15603176.190666666
24294,18867149.85466667
24295,18261921.367
24296,25159042.87
24297,24386429.058333334
24298,15301716.223666666
24299,26356541.732
24300,23472474.0445
24301,24870540.442
24302,17544705.94666667
24303,29668901.393
24304,27283373.283
24305,24989843.462666664
24306,29469442.963
24307,28756873.397
24308,27159842.74
24309,29179442.717666667
24310,26617495.488
24311,31513549.642
24312,31940372.643
24313,23925882.506333336
24314,26999407.687
24315,32020472.416
24316,22785867.43
24317,24729742.478333335
24318,23152353.445666667
24319,25056278.34633334
24320,32060764.042
24321,27191288.327666666
24322,30120647.015
24323,28434118.197000004
24324,48594966.63795238
24325,32151085.436333332
24326,30862201.55166667
24327,36971982.29
24328,30476533.305
24329,46205094.497
24330,61580430.99035
24331,41174002.739
24332,47075680.21333334
24333,62287917.632
24334,44542152.91066667
24335,41783443.379333325
24336,26550356.038333334
24337,52882358.366
24338,39467591.82133333
24339,42341400.718
24340,52111377.065
24341,47166874.101
24342,37821461.97966667
24343,48020733.828
24344,51319657.265
24345,52117983.6885
24346,62140060.28133333
24347,66022389.1286
24348,52997439.60386666
24349,63808647.92
24350,53855614.837
24351,67373096.77575
24352,42868394.939
24353,82080751.829
24354,94293807.6972381
24355,76668716.695
24356,52835855.30566666
24357,52835855.30566666
24358,54408320.69133334
24359,66306274.09866666
24360,57020049.23541667
24361,57020049.23541667
24362,63672526.837
24363,85344204.368
24364,63779387.54533333
24365,89196164.826
24366,65770194.98833334
24367,67800846.3475
24368,58574443.451
24369,99302058.265
24370,84046698.626
24371,86530370.129
24372,81823716.26033334
24373,81823716.26033334
24374,87707863.006
24375,87165668.817
24376,79345580.29933335
24377,63044145.379
24378,94584062.08958332
24379,86121285.7413
24380,65348233.94960715
24381,96379198.31
24382,126546111.119
24383,91802168.3205
24384,140573853.51933333
24385,159756062.77
24386,132799740.489
24387,67915616.42348334
24388,33702538.736666664
24389,338894484.2493334
24390,24451912.129666664
24391,15615055.856
24392,23254962.566
24393,22988620.918
24394,11720546.77
24395,15453814.247090908
24396,36986699.49
24397,54614720.587
24398,62392783.579
24399,64092029.03591666
24400,406297372.63993335
24401,9418611.66
24402,8745973.2995
24403,10199666.081
24404,13678481.398
24405,16687882.294
24406,14110616.401
24407,21607355.568
24408,16328518.919
24409,23612175.605333332
24410,37320351.179
24411,26870145.957
24412,85538544.93016666
24413,4046987.394
24414,5729463.481
24415,8421786.407
24416,8578509.281428572
24417,8836563.126466667
24418,6615693.666999999
24419,7813978.393
24420,10375796.225
24421,11063482.528333332
24422,11426913.506666666
24423,10795508.774222221
24424,11319574.919333333
24425,11376279.752
24426,10188539.266
24427,10131814.477666669
24428,10154323.932
24429,10004141.054
24430,9600194.376
24431,10007241.322666667
24432,11259988.651324674
24433,11618407.796666669
24434,12781023.483
24435,10680007.359
24436,10863457.519
24437,8754941.360666666
24438,10597053.951
24439,12059532.327
24440,9155374.875333333
24441,10368639.177666668
24442,11862113.989
24443,11286791.006
24444,12030372.093666665
24445,11994404.248666666
24446,15381043.248
24447,47020182.419533335
24448,41535773.948
24449,57045419.27121667
24450,5251760.233333334
24451,125471670.622
24452,14239083.038
24453,13866179.487333333
24454,11602011.903
24455,40581101.246857144
24456,18905193.349990904
24457,20007303.483
24458,57829639.45200001
24459,274216915.356
24460,87646190.827
24461,68921284.295
24462,105619850.477
24463,452628850.287
24464,125618336.8685
24465,209206612.58983332
24466,61492395.905
24467,137244485.82283333
24468,30544674.749666665
24469,37432196.016433336
24470,54705143.195583336
24471,118744252.502
24472,141102229.78036666
24473,16092888.19175
24474,25879040.441874463
24475,25767588.745636366
24476,98937369.51566668
24477,36355520.44516667
24478,73550124.52983333
24479,116021480.405
24480,31057037.802
24481,116082330.683
24482,98592360.60006431
24483,153226052.12239996
24484,244715163.43
24485,133164392.13099998
24486,17706109.068
24487,69950223.161
24488,64183165.955
24489,75856795.42166665
24490,182093460.54896668
24491,199203006.13583332
24492,137592910.706
24493,262390772.588
24494,15840282.5585
24495,48712548.38833333
24496,40473892.38466667
24497,90471114.194
24498,101354614.66466665
24499,110550858.669
24500,296298315.893
24501,319960786.386
24502,23049570.241
24503,50462328.275
24504,58847158.82316666
24505,73979395.863
24506,226780883.12
24507,122880355.1305
24508,302104406.883
24509,154987224.635
24510,457325650.1663334
24511,39487398.00483333
24512,76177552.38833335
24513,110861344.325
24514,93494406.7565
24515,72985861.83233333
24516,101658629.142
24517,216624957.24179998
24518,133485809.493
24519,239549759.979
24520,438626277.182
24521,409338916.932
24522,20067304.94928752
24523,28744462.739
24524,38807266.32716667
24525,16122650.75065
24526,33291147.14
24527,40052612.254
24528,47290068.221666664
24529,17163117.988
24530,46863227.1022
24531,41280307.898
24532,51265251.927
24533,59310107.155
24534,125503916.364
24535,82599406.06883334
24536,183664583.336
24537,73540491.656
24538,104588282.524
24539,142186304.7
24540,139737942.34833333
24541,93914158.818
24542,180510251.4585
24543,175849427.33333334
24544,148419113.974
24545,160123490.598
24546,192615590.289
24547,319060860.978
24548,303886216.707
24549,5567605.934
24550,9771873.412
24551,11210260.2616
24552,9747312.369
24553,13518453.419416666
24554,19774368.326445453
24555,22990312.309
24556,37150506.827
24557,36593295.476
24558,25229815.92345833
24559,31367532.371333335
24560,16829978.932
24561,27869454.823
24562,27087804.516
24563,19131148.71711111
24564,20663530.35115227
24565,20584152.45
24566,42604410.901
24567,17721352.48992063
24568,12899386.454666667
24569,20197038.749
24570,46812418.825
24571,30959056.84
24572,39634007.232
24573,42088442.358
24574,43245583.078
24575,38492555.323
24576,38531515.667
24577,38597134.34566666
24578,40725763.00233333
24579,36056791.213
24580,47260011.385
24581,32820990.824666668
24582,38321141.624
24583,31157487.125333335
24584,38060671.542
24585,40451876.31033333
24586,40725763.00233333
24587,69302112.34816666
24588,42801357.96233334
24589,29909623.837
24590,44226354.206
24591,44045468.56933334
24592,52798070.745
24593,40432847.474
24594,31120451.238
24595,51357792.058
24596,38043151.71841667
24597,38576318.56
24598,38681095.757
24599,36097439.077
24600,50979126.258
24601,36740639.564666666
24602,51857807.82
24603,37139405.947
24604,38646325.541
24605,37824755.65533333
24606,59548020.516666666
24607,34685186.51194999
24608,51329586.3236
24609,41915251.888
24610,50997613.54286666
24611,31268416.432
24612,66801253.763
24613,49224311.929
24614,57822447.851
24615,80137112.658
24616,47450422.478
24617,59627442.45621667
24618,43785346.19033333
24619,74382603.44083333
24620,48870310.219
24621,93986654.686
24622,67628032.01
24623,68423228.63
24624,105673467.219
24625,76841981.102
24626,66568125.448
24627,67256730.816
24628,56878210.719
24629,69002011.036
24630,36400846.663
24631,94125449.315
24632,161182855.6942
24633,78417405.79466668
24634,50188205.49233333
24635,65923664.30311667
24636,64815997.86366666
24637,70672518.75716667
24638,89836185.505
24639,99203086.228
24640,59537583.514
24641,117541750.06775597
24642,87305373.648
24643,91184810.773
24644,50551562.263
24645,83406512.298
24646,43666218.338
24647,154128174.1595
24648,98527868.177
24649,106169504.436
24650,87654631.845
24651,116575876.564
24652,167247372.5435833
24653,104802447.6555
24654,143519324.91566667
24655,116261696.793
24656,90260671.139
24657,67613627.70283334
24658,99133151.315
24659,111500980.11
24660,72060503.91233332
24661,116584255.832
24662,75142215.363
24663,73738261.07566667
24664,99794277.69
24665,168829048.3145
24666,141463440.64596668
24667,115276293.924875
24668,252294084.724
24669,228358151.527
24670,125671953.55466667
24671,112521328.395
24672,98667804.36211193
24673,85350417.531
24674,122472620.748
24675,153150991.992
24676,128830538.70183332
24677,221003416.253
24678,134346671.449
24679,136034801.401
24680,137116651.286
24681,100287251.58722022
24682,187653183.435
24683,286816262.447
24684,152913020.646
24685,184710037.4896667
24686,279867871.248
24687,283393684.69
24688,159674444.35333332
24689,109798466.546
24690,306794786.29
24691,164974903.95933333
24692,168105691.2809167
24693,238599994.149
24694,107102080.052
24695,160873161.501
24696,162710813.62
24697,9029250.034666669
24698,267639553.403
24699,211759755.859
24700,236037196.857
24701,194591706.099125
24702,280171490.017
24703,341892590.808
24704,79094482.799
24705,61157824.931
24706,23165634.491
24707,246344571.504
24708,19242509.37266667
